BRG,P7SB77PD1J,-16.864795,137.855241,2017
VFT,CDYZSPZYA5,-84.471373,149.113726,2016
VFT,CDYZSPZYA5,-84.471373,149.113726,2017
HIT,I5UCSHT53F,-7.768657,102.51832,2016
HIT,I5UCSHT53F,-7.768657,102.51832,2017
IJN,ZCOMJHZIGF,-6.619262,129.787613,2016
IJN,ZCOMJHZIGF,-6.619262,129.787613,2017
AVY,TBNSEWT5JB,-73.28228,141.301756,2016
AVY,TBNSEWT5JB,-73.28228,141.301756,2017
TTE,X3ULAKARR1,60.855706,66.834182,2016
TTE,X3ULAKARR1,60.855706,66.834182,2017
BLK,TETEHW6OTG,53.240773,37.839077,2016
BLK,TETEHW6OTG,53.240773,37.839077,2017
EMR,NMPK5GAH4J,17.218823,17.784174,2016
EMR,NMPK5GAH4J,17.218823,17.784174,2017
AFM,ZPC9PKXE7G,-23.047729,6.220445,2016
AFM,ZPC9PKXE7G,-23.047729,6.220445,2017
MMY,ZFMPRKOWMM,50.232652,133.736219,2016
MMY,ZFMPRKOWMM,50.232652,133.736219,2017
BKP,SR2JP8SKIB,25.256139,-177.768293,2016
BKP,SR2JP8SKIB,25.256139,-177.768293,2017
CDY,KKKS2Z6XE1,-62.707277,136.917625,2016
CDY,KKKS2Z6XE1,-62.707277,136.917625,2017
RXB,BC1UMMXBHT,85.438935,-18.210679,2016
RXB,BC1UMMXBHT,85.438935,-18.210679,2017
DKF,B9IGDNL49Z,-46.631626,93.132148,2016
DKF,B9IGDNL49Z,-46.631626,93.132148,2017
VWF,213OTJYMU1,-75.805337,-156.567882,2016
VWF,213OTJYMU1,-75.805337,-156.567882,2017
GSD,FEBMF85UJT,1.800227,15.340947,2016
GSD,FEBMF85UJT,1.800227,15.340947,2017
BEZ,U4XWXNLVZF,73.695726,165.433067,2016
BEZ,U4XWXNLVZF,73.695726,165.433067,2017
VQP,J9DNBDZO0T,20.385769,84.731304,2016
VQP,J9DNBDZO0T,20.385769,84.731304,2017
NLH,MZHQQDOLSZ,-74.706893,-45.797226,2016
NLH,MZHQQDOLSZ,-74.706893,-45.797226,2017
PHF,4I3NWSQSUH,74.461809,-147.38264,2016
PHF,4I3NWSQSUH,74.461809,-147.38264,2017
RLI,ZWE4PLPQJF,-87.899682,130.018687,2016
RLI,ZWE4PLPQJF,-87.899682,130.018687,2017
ZZA,NWCVXODJSB,78.430707,-33.131462,2016
ZZA,NWCVXODJSB,78.430707,-33.131462,2017
PQY,O8H0K7B8AO,17.417619,45.548669,2016
PQY,O8H0K7B8AO,17.417619,45.548669,2017
TXY,4QM2NEMG9C,-6.440762,111.297706,2016
TXY,4QM2NEMG9C,-6.440762,111.297706,2017
FON,BNHMGY8E0E,-87.940672,73.06303,2016
FON,BNHMGY8E0E,-87.940672,73.06303,2017
VYT,1TQFNLG5AE,-79.129142,-62.885845,2016
VYT,1TQFNLG5AE,-79.129142,-62.885845,2017
HRC,6XG76AWRKZ,29.79179,28.568142,2016
HRC,6XG76AWRKZ,29.79179,28.568142,2017
DEB,KFX2VCQ8MI,72.385248,-170.130955,2016
DEB,KFX2VCQ8MI,72.385248,-170.130955,2017
VLR,R8B1MU2R11,8.292772,-130.056192,2016
VLR,R8B1MU2R11,8.292772,-130.056192,2017
REW,YOZ4LQ2BIM,41.068556,141.207846,2016
REW,YOZ4LQ2BIM,41.068556,141.207846,2017
IIB,FQYPUD7R68,-38.998387,13.211245,2016
IIB,FQYPUD7R68,-38.998387,13.211245,2017
JJP,S1JZOTNJJK,46.806034,168.990261,2016
JJP,S1JZOTNJJK,46.806034,168.990261,2017
XOG,GDYIV2NUTQ,-14.317606,86.237162,2016
XOG,GDYIV2NUTQ,-14.317606,86.237162,2017
YEJ,3ZNZUUCDDW,6.684011,53.26101,2016
YEJ,3ZNZUUCDDW,6.684011,53.26101,2017
APW,11RPFD7KHI,-38.902396,-173.724554,2016
APW,11RPFD7KHI,-38.902396,-173.724554,2017
UMX,G2QMVDVA2Y,-3.793638,168.13716,2016
UMX,G2QMVDVA2Y,-3.793638,168.13716,2017
RQL,K7GC6O390V,-35.428716,84.527988,2016
RQL,K7GC6O390V,-35.428716,84.527988,2017
RIR,3HEA4W8DSV,72.603923,120.922587,2016
RIR,3HEA4W8DSV,72.603923,120.922587,2017
FLW,00NLZ2GCW9,61.157748,-50.899363,2016
FLW,00NLZ2GCW9,61.157748,-50.899363,2017
DSQ,ZILA6Z4CUX,64.012545,109.871461,2016
DSQ,ZILA6Z4CUX,64.012545,109.871461,2017
GPD,QDCVAIB26P,80.309224,80.059411,2016
GPD,QDCVAIB26P,80.309224,80.059411,2017
RKD,O57SIT48TP,-77.941822,129.650889,2016
RKD,O57SIT48TP,-77.941822,129.650889,2017
NGE,HM5OR0OV63,-71.022797,143.624403,2016
NGE,HM5OR0OV63,-71.022797,143.624403,2017
GMH,AH7Q9N5W1S,-66.227299,-28.382353,2016
GMH,AH7Q9N5W1S,-66.227299,-28.382353,2017
VND,C5YEWVWJC7,49.56493,-63.361631,2016
VND,C5YEWVWJC7,49.56493,-63.361631,2017
TDC,FK9VLMSYYS,45.659378,110.646112,2016
TDC,FK9VLMSYYS,45.659378,110.646112,2017
XRS,IO47PKGXJP,23.758923,78.091812,2016
XRS,IO47PKGXJP,23.758923,78.091812,2017
UXP,0MAE85DCF2,-81.611222,-91.727064,2016
UXP,0MAE85DCF2,-81.611222,-91.727064,2017
CNZ,264OQTWZ9G,-6.193146,-131.143511,2016
CNZ,264OQTWZ9G,-6.193146,-131.143511,2017
HIS,7KQ9S9GLMF,40.69598,-109.7213,2016
HIS,7KQ9S9GLMF,40.69598,-109.7213,2017
MJQ,OAEKHV73KC,32.752994,-50.172881,2016
MJQ,OAEKHV73KC,32.752994,-50.172881,2017
XFH,HYW1290KEC,86.296592,96.60962,2016
XFH,HYW1290KEC,86.296592,96.60962,2017
URS,GZD1M1PTRZ,-26.873787,87.397741,2016
URS,GZD1M1PTRZ,-26.873787,87.397741,2017
QFC,0LOAOZAA3R,-48.356983,-75.605053,2016
QFC,0LOAOZAA3R,-48.356983,-75.605053,2017
FSY,N5PC4PSL7Z,-61.387553,-37.186419,2016
FSY,N5PC4PSL7Z,-61.387553,-37.186419,2017
OJV,X9JGRMRIVI,-54.616904,-148.974515,2016
OJV,X9JGRMRIVI,-54.616904,-148.974515,2017
ZPQ,LTV6HY0AQ5,29.49901,131.187999,2016
ZPQ,LTV6HY0AQ5,29.49901,131.187999,2017
YXJ,4BDFRSJQG5,77.210193,1.775485,2016
YXJ,4BDFRSJQG5,77.210193,1.775485,2017
LEU,MXV2Q6RK0R,-64.134372,30.114488,2016
LEU,MXV2Q6RK0R,-64.134372,30.114488,2017
DXZ,KBXDE2ZCGX,10.450568,126.223759,2016
DXZ,KBXDE2ZCGX,10.450568,126.223759,2017
DUC,FNJHXQ34ZI,41.885397,-168.494423,2016
DUC,FNJHXQ34ZI,41.885397,-168.494423,2017
GZC,R448V9VB8W,70.321538,176.751816,2016
GZC,R448V9VB8W,70.321538,176.751816,2017
VBO,KCVWP5CJXW,-58.343691,-64.590595,2016
VBO,KCVWP5CJXW,-58.343691,-64.590595,2017
CTX,8O790LW2BJ,-1.757399,119.476104,2016
CTX,8O790LW2BJ,-1.757399,119.476104,2017
APW,C95NS3LYDB,-6.517978,26.540314,2016
APW,C95NS3LYDB,-6.517978,26.540314,2017
OIW,AUGUS4OW99,72.879928,-22.149366,2016
OIW,AUGUS4OW99,72.879928,-22.149366,2017
ZQQ,Z9FXYV3SDY,-73.46087,-131.557212,2016
ZQQ,Z9FXYV3SDY,-73.46087,-131.557212,2017
PYV,0G8R2YDM6M,79.436429,56.690718,2016
PYV,0G8R2YDM6M,79.436429,56.690718,2017
OQQ,L6Y7NO4PSU,40.420179,-131.883471,2016
OQQ,L6Y7NO4PSU,40.420179,-131.883471,2017
VSA,WQA33P0CNS,6.156954,-34.229006,2016
VSA,WQA33P0CNS,6.156954,-34.229006,2017
MDT,ILP4A01YG6,-10.431488,152.752129,2016
MDT,ILP4A01YG6,-10.431488,152.752129,2017
PCY,IMJTP9ZQ2S,29.760834,-171.49791,2016
PCY,IMJTP9ZQ2S,29.760834,-171.49791,2017
QTK,R3X1N1XABD,38.876715,9.603688,2016
QTK,R3X1N1XABD,38.876715,9.603688,2017
HHT,WNB6DX5IRN,-76.193544,25.190853,2016
HHT,WNB6DX5IRN,-76.193544,25.190853,2017
NCM,V7OLCLHVU1,19.540463,-77.720798,2016
NCM,V7OLCLHVU1,19.540463,-77.720798,2017
BLX,4L22O5OPEJ,14.728466,76.715974,2016
BLX,4L22O5OPEJ,14.728466,76.715974,2017
EYQ,V4FDJQT69M,-83.468249,129.967141,2016
EYQ,V4FDJQT69M,-83.468249,129.967141,2017
ENQ,DELHD4O9VG,54.867288,101.337926,2016
ENQ,DELHD4O9VG,54.867288,101.337926,2017
DVJ,G77ZE0S1IQ,-35.226016,80.931763,2016
DVJ,G77ZE0S1IQ,-35.226016,80.931763,2017
HRX,KM04ZXI95I,-68.994818,71.454594,2016
HRX,KM04ZXI95I,-68.994818,71.454594,2017
UEA,NJZWLAF05Q,84.929191,137.180346,2016
UEA,NJZWLAF05Q,84.929191,137.180346,2017
PRN,PIUHQZSL3A,13.63643,146.563253,2016
PRN,PIUHQZSL3A,13.63643,146.563253,2017
NIX,EA2Y6ZT22D,-36.418717,-178.261037,2016
NIX,EA2Y6ZT22D,-36.418717,-178.261037,2017
DMO,UPRDRVCUZW,-78.773869,-28.284111,2016
DMO,UPRDRVCUZW,-78.773869,-28.284111,2017
ROE,43OSKNDJQG,-60.428105,-69.395188,2016
ROE,43OSKNDJQG,-60.428105,-69.395188,2017
SHQ,HA1V1J66DK,-72.159194,-106.730576,2016
SHQ,HA1V1J66DK,-72.159194,-106.730576,2017
UOS,52HPI94ZCA,-9.414962,-167.25884,2016
UOS,52HPI94ZCA,-9.414962,-167.25884,2017
HBQ,B0H1E70OYH,-31.991247,-87.733677,2016
HBQ,B0H1E70OYH,-31.991247,-87.733677,2017
BQJ,WTHYTC45GI,-86.695751,-35.57461,2016
BQJ,WTHYTC45GI,-86.695751,-35.57461,2017
RKX,FE6US9X0C0,48.143841,115.007411,2016
RKX,FE6US9X0C0,48.143841,115.007411,2017
MTK,YLIMC8CMLA,-64.639255,-3.187851,2016
MTK,YLIMC8CMLA,-64.639255,-3.187851,2017
BLC,GQUWFHXQ44,86.865239,-129.815961,2016
BLC,GQUWFHXQ44,86.865239,-129.815961,2017
IGX,H9262YY0KV,80.800227,113.709313,2016
IGX,H9262YY0KV,80.800227,113.709313,2017
UHR,4YWY8QW5RH,25.702143,100.061734,2016
UHR,4YWY8QW5RH,25.702143,100.061734,2017
JDU,YZAX76J9RB,-87.763578,55.80794,2016
JDU,YZAX76J9RB,-87.763578,55.80794,2017
DBN,OR5UCAWF7R,-45.563916,-119.250326,2016
DBN,OR5UCAWF7R,-45.563916,-119.250326,2017
PVV,OPUU9YS7MT,66.655632,106.240902,2016
PVV,OPUU9YS7MT,66.655632,106.240902,2017
PMB,SLAAYMETML,67.416494,-8.329374,2016
PMB,SLAAYMETML,67.416494,-8.329374,2017
MII,4GJKUL2HEF,-40.724559,14.574849,2016
MII,4GJKUL2HEF,-40.724559,14.574849,2017
VSU,HPA5PU4HSP,-57.805765,-173.79955,2016
VSU,HPA5PU4HSP,-57.805765,-173.79955,2017
DCT,ZZPY3GEUPN,-38.22201,-144.722582,2016
DCT,ZZPY3GEUPN,-38.22201,-144.722582,2017
GIW,4WY27D9OA3,42.625599,166.145027,2016
GIW,4WY27D9OA3,42.625599,166.145027,2017
WUC,CTIXDYMD71,-54.02456,-56.606829,2016
WUC,CTIXDYMD71,-54.02456,-56.606829,2017
FAJ,GB0CX3MI8P,-5.187296,177.804833,2016
FAJ,GB0CX3MI8P,-5.187296,177.804833,2017
KTU,LXJBL82DQA,23.361634,62.105657,2016
KTU,LXJBL82DQA,23.361634,62.105657,2017
LEZ,ECZK87Y1PH,15.224198,123.370295,2016
LEZ,ECZK87Y1PH,15.224198,123.370295,2017
LCE,F65FVWSPB6,-59.37396,-97.599536,2016
LCE,F65FVWSPB6,-59.37396,-97.599536,2017
SGC,UH6NCOZYWQ,73.846704,-87.786902,2016
SGC,UH6NCOZYWQ,73.846704,-87.786902,2017
AWF,O8L45KO92M,0.451167,-55.50524,2016
AWF,O8L45KO92M,0.451167,-55.50524,2017
BZL,8D2W7KT7YQ,18.144222,48.755264,2016
BZL,8D2W7KT7YQ,18.144222,48.755264,2017
LXO,ZK7T441GCV,21.655496,-54.021274,2016
LXO,ZK7T441GCV,21.655496,-54.021274,2017
OVR,LWUEM5U8RF,44.367427,-172.821523,2016
OVR,LWUEM5U8RF,44.367427,-172.821523,2017
JMI,VAR56759M0,23.367224,-41.533841,2016
JMI,VAR56759M0,23.367224,-41.533841,2017
RNY,ENLX35OTK6,72.057043,153.259353,2016
RNY,ENLX35OTK6,72.057043,153.259353,2017
MJR,Z380SX7IK6,60.787038,157.361271,2016
MJR,Z380SX7IK6,60.787038,157.361271,2017
UUG,YFX8HN36DA,28.09531,-138.854891,2016
UUG,YFX8HN36DA,28.09531,-138.854891,2017
ZEQ,FENEQOMTC3,88.31506,-119.404354,2016
ZEQ,FENEQOMTC3,88.31506,-119.404354,2017
QZJ,U1F7LD3V29,12.994437,-42.884297,2016
QZJ,U1F7LD3V29,12.994437,-42.884297,2017
EPP,6ZLU5BUH2Y,3.631926,-26.766901,2016
EPP,6ZLU5BUH2Y,3.631926,-26.766901,2017
NND,2P3ZQALASY,33.567608,30.982988,2016
NND,2P3ZQALASY,33.567608,30.982988,2017
KSH,LEJKE6T6YP,-50.503564,146.746791,2016
KSH,LEJKE6T6YP,-50.503564,146.746791,2017
GLC,OB4XVOIIIJ,-34.064322,-17.577863,2016
GLC,OB4XVOIIIJ,-34.064322,-17.577863,2017
SJC,MVID1AFBEZ,-82.293609,-159.879996,2016
SJC,MVID1AFBEZ,-82.293609,-159.879996,2017
BPH,DUBYXOWCVV,-87.932699,76.785043,2016
BPH,DUBYXOWCVV,-87.932699,76.785043,2017
SBR,H33AECQVVD,-52.226208,-44.73034,2016
SBR,H33AECQVVD,-52.226208,-44.73034,2017
BGA,PKGA34YSVR,-42.634957,103.412279,2016
BGA,PKGA34YSVR,-42.634957,103.412279,2017
BRJ,304H5U1KAF,66.956068,-126.035538,2016
BRJ,304H5U1KAF,66.956068,-126.035538,2017
YUW,D4MRFBTZRX,-32.45746,52.863932,2016
YUW,D4MRFBTZRX,-32.45746,52.863932,2017
ZEQ,0OLAA28FUU,-83.983864,-123.009079,2016
ZEQ,0OLAA28FUU,-83.983864,-123.009079,2017
FDE,KPYNMHEG6C,73.887674,-104.975172,2016
FDE,KPYNMHEG6C,73.887674,-104.975172,2017
IIZ,JBKW68HWSM,-20.467838,-142.993898,2016
IIZ,JBKW68HWSM,-20.467838,-142.993898,2017
SOR,FYGHV58QVY,-59.412411,-132.770621,2016
SOR,FYGHV58QVY,-59.412411,-132.770621,2017
ZDE,X25WA5QYV7,16.107651,148.342591,2016
ZDE,X25WA5QYV7,16.107651,148.342591,2017
YEM,2QRHQBO91T,-55.770215,15.88499,2016
YEM,2QRHQBO91T,-55.770215,15.88499,2017
ULO,8SRME6BA1I,-3.879317,-137.438339,2016
ULO,8SRME6BA1I,-3.879317,-137.438339,2017
SZV,QF5DGB9GRV,24.419036,107.620971,2016
SZV,QF5DGB9GRV,24.419036,107.620971,2017
VBY,3TNEUOCE6S,-61.806943,162.520208,2016
VBY,3TNEUOCE6S,-61.806943,162.520208,2017
TNY,HB8FFDISFJ,47.614998,-28.881946,2016
TNY,HB8FFDISFJ,47.614998,-28.881946,2017
QIT,UV0N0Q9U4X,39.22423,-44.146918,2016
QIT,UV0N0Q9U4X,39.22423,-44.146918,2017
BNZ,JRU5ERS3FR,29.134535,25.359001,2016
BNZ,JRU5ERS3FR,29.134535,25.359001,2017
WWP,7GV60VVT2T,55.895502,-30.197811,2016
WWP,7GV60VVT2T,55.895502,-30.197811,2017
QGO,1WV4D3B00D,-5.041884,46.753768,2016
QGO,1WV4D3B00D,-5.041884,46.753768,2017
LTA,2W4GI5XHZQ,81.371457,-86.79479,2016
LTA,2W4GI5XHZQ,81.371457,-86.79479,2017
KOV,9XRWYF6T0O,-54.841457,127.386824,2016
KOV,9XRWYF6T0O,-54.841457,127.386824,2017
UGD,M2XZEVU4MD,-79.742132,8.313451,2016
UGD,M2XZEVU4MD,-79.742132,8.313451,2017
DQS,8ZNQ18OCLQ,14.33496,102.25716,2016
DQS,8ZNQ18OCLQ,14.33496,102.25716,2017
OGL,QACGYMWO3V,18.733375,-104.226131,2016
OGL,QACGYMWO3V,18.733375,-104.226131,2017
EMS,32VIO6BW3W,-62.400276,111.47321,2016
EMS,32VIO6BW3W,-62.400276,111.47321,2017
NCG,9D0XM3XKX7,40.323473,56.199962,2016
NCG,9D0XM3XKX7,40.323473,56.199962,2017
IOW,4A5QBPGXJ6,-14.346129,139.19835,2016
IOW,4A5QBPGXJ6,-14.346129,139.19835,2017
RLM,5WD3YDWD65,85.582725,-91.721435,2016
RLM,5WD3YDWD65,85.582725,-91.721435,2017
UKF,RNXYOK6QV2,59.11331,142.999519,2016
UKF,RNXYOK6QV2,59.11331,142.999519,2017
FVG,P3TLMV6QAS,19.520381,152.645555,2016
FVG,P3TLMV6QAS,19.520381,152.645555,2017
JZQ,7Q8VURP53U,89.930717,-42.79954,2016
JZQ,7Q8VURP53U,89.930717,-42.79954,2017
LQP,GXVQ22I8ZV,-46.218054,54.384066,2016
LQP,GXVQ22I8ZV,-46.218054,54.384066,2017
HWZ,UAFG7JRLUV,-68.32622,11.677227,2016
HWZ,UAFG7JRLUV,-68.32622,11.677227,2017
WZH,4W21XZTYHN,2.090476,101.703066,2016
WZH,4W21XZTYHN,2.090476,101.703066,2017
DQM,TC39GGPHHY,64.129375,16.739374,2016
DQM,TC39GGPHHY,64.129375,16.739374,2017
MND,RWPKST2NQU,-38.23939,139.556738,2016
MND,RWPKST2NQU,-38.23939,139.556738,2017
CKN,YELFLY931V,-1.468497,-98.100569,2016
CKN,YELFLY931V,-1.468497,-98.100569,2017
KXV,K4QZGWJJSN,62.333631,27.188525,2016
KXV,K4QZGWJJSN,62.333631,27.188525,2017
NCW,29AHYI68QY,67.73055,-90.379281,2016
NCW,29AHYI68QY,67.73055,-90.379281,2017
OYQ,T1UY68EG7T,49.582155,-94.029162,2016
OYQ,T1UY68EG7T,49.582155,-94.029162,2017
YQZ,2SLFXCLTIV,-41.581909,-138.951301,2016
YQZ,2SLFXCLTIV,-41.581909,-138.951301,2017
UNI,DZ5SOWXMHW,59.782047,68.059498,2016
UNI,DZ5SOWXMHW,59.782047,68.059498,2017
TZA,63PEP02XZ6,-17.879444,-94.650293,2016
TZA,63PEP02XZ6,-17.879444,-94.650293,2017
LCD,B804LNHI7G,-26.914428,75.407251,2016
LCD,B804LNHI7G,-26.914428,75.407251,2017
